AAA;0.29520775203422445
AAA;6.2956639859252785
CCC;8.0472136666892
EEE;3.385411269280457
BBB;2.643536085482161
DDD;5.431589978408708
DDD;6.032695355011034
BBB;3.3362573652190286
BBB;0.9131949254016836
CCC;3.495922568669495
DDD;0.5974932409328393
CCC;7.172758196195945
DDD;0.9786684434147686
EEE;1.748451954489355
DDD;9.883079701483034
DDD;0.5570305483714888
AAA;0.17801371665536858
BBB;2.8125830135974406
DDD;3.101286546172809
BBB;1.8262146939667545
EEE;5.791107304339791
BBB;9.598804986615587
DDD;1.9225753342675622
DDD;9.803649922510543
DDD;0.14379915688773726
DDD;4.399135221088439
BBB;4.449928153473502
EEE;9.177053954686297
EEE;3.595738899834078
AAA;1.4963064268389215
AAA;5.523411204086758
BBB;7.147353355081847
DDD;2.7098657147817518
CCC;1.9579645429573844
DDD;5.650076452381096
EEE;2.7910685622363554
CCC;2.0020639892267655
EEE;3.4415364597590683
DDD;7.883376097571347
AAA;6.326811002224532
DDD;3.722664719461224
BBB;1.4974760585787206
BBB;2.877903015409192
EEE;2.867954235235862
EEE;4.269734506777432
AAA;0.4128412383524238
CCC;6.1492808290599035
CCC;2.644935462469774
CCC;5.756321171168052
CCC;9.479568433440024
CCC;3.458052545988286
DDD;4.87613998487619
EEE;5.108355617488468
DDD;9.180951238250053
CCC;4.0314020816196106
CCC;2.948556710918351
CCC;6.410413791982005
DDD;7.701732333792394
AAA;3.596075402426643
BBB;8.769410428900018
EEE;4.008684870299498
CCC;1.3430151488232178
BBB;7.686933540645519
DDD;3.8128958836845084
CCC;8.842465190601851
CCC;4.171808514483548
CCC;2.9004047895557585
CCC;3.8831596735238385
AAA;5.010940450376491
DDD;3.167285716880115
CCC;3.680490868481111
BBB;7.271838966950269
AAA;3.4287602189017576
CCC;3.623705386309969
EEE;6.094527431389785
AAA;4.233997929153802
EEE;3.4200375790702777
CCC;1.5852414179042618
EEE;8.96977745825062
AAA;5.066462011719684
EEE;6.316083266497544
EEE;6.598527217597264
EEE;1.8215782599584973
CCC;6.863029629176807
EEE;9.646875650794051
DDD;9.292113156475729
DDD;1.3893562272527704
CCC;9.648294906357043
BBB;3.5198532234387847
EEE;6.932555077820357
EEE;3.0354038162208963
DDD;9.770495729405745
AAA;3.7642785771538123
CCC;2.8354032108091
CCC;6.669238075014167
CCC;8.365249046285147
AAA;6.8529729877532075
CCC;8.819518841696448
DDD;1.0880199520030664
CCC;2.056003971717413
DDD;0.17496684728820155
EEE;8.146481695108426
EEE;4.7478328579788105
AAA;5.51906497013448
EEE;9.369260136447382
CCC;3.2448758103600985
DDD;7.122297555753758
EEE;9.872924547288326
BBB;1.0495473060605764
DDD;4.776151776485213
BBB;3.6220431994294575
EEE;2.8873340167997252
EEE;0.789648277787568
AAA;2.456626116186096
AAA;2.762955964804874
BBB;2.4745094230119835
DDD;6.9380394746473115
BBB;4.2331441780092405
AAA;4.834258808456445
CCC;1.2909256916405865
EEE;6.0197396362396605
EEE;0.2950475043605161
DDD;0.5055247460920498
DDD;1.2079996482567368
AAA;9.08701104161507
EEE;9.869190647821638
EEE;1.1445011776840552
CCC;2.3972996595594753
EEE;0.8718134303190073
CCC;2.134764813303951
AAA;5.471282683002285
CCC;7.228722165749941
CCC;5.604189670717801
EEE;2.7712384313754432
AAA;3.1394018831827344
DDD;0.37674368446437123
BBB;0.991314061756261
AAA;1.3621566757250891
AAA;5.517524189469628
DDD;3.7238948502873215
DDD;8.340851413789554
DDD;4.755985074199717
EEE;5.9093693152460265
DDD;2.201039811802211
CCC;1.1436993887210045
DDD;6.636727253682518
CCC;1.0027369696461408
EEE;2.546713878695648
AAA;7.179849974615493
AAA;2.5528072772857757
DDD;4.882242041608347
DDD;4.316087470712789
CCC;5.283622024537569
AAA;9.244939801029268
EEE;7.874232757440735
AAA;2.1316546225868316
BBB;6.966680405480782
BBB;4.87642089130521
CCC;0.560650784877994
CCC;7.666730626629658
DDD;7.1697486775546775
CCC;7.634438789594972
BBB;1.018660996538323
BBB;5.419595212789385
AAA;6.716195176072828
AAA;4.754161165433462
BBB;1.0059714925577024
BBB;2.3379090965217895
EEE;3.0375168297269473
EEE;5.136118827113821
EEE;4.113201699803519
BBB;2.013812153444988
DDD;6.961555286329981
AAA;7.972743292771282
EEE;1.1816674897380075
AAA;0.4583471107434667
DDD;4.452285903561495
EEE;1.6468974527644953
DDD;1.2656457539706323
CCC;8.836540988854814
EEE;5.209242249977901
DDD;7.776755820911997
BBB;3.550528673147455
BBB;0.2734692011755657
DDD;3.9444046136905895
DDD;8.797031031235498
CCC;4.0003325811218655
BBB;6.55063854769815
CCC;1.6566202006763853
CCC;9.826777477703
CCC;1.3744461560636123
AAA;2.162138158694767
CCC;0.7983156049322981
AAA;4.289445020152788
EEE;8.696523494795986
EEE;5.110370722143181
DDD;3.758634390442075
EEE;3.076853884827085
EEE;6.335506412798686
CCC;5.6647565175421475
DDD;2.2190332327840077
CCC;1.9574940402374885
DDD;4.769643637934713
CCC;7.227122538525164
CCC;7.761166137788294
DDD;0.7643467780216551
DDD;0.019860577793537892
AAA;7.089613752427006
AAA;1.1097585734663185
CCC;0.13763386539568878
DDD;5.951628872579682
BBB;1.1773289657619246
BBB;8.065243068213798
EEE;2.9031042553168485
BBB;3.1197767380806782
EEE;7.228511193615624
BBB;9.741628129962436
EEE;1.8619476781465127
CCC;0.08487575187405394
AAA;3.92045631014072
DDD;4.864879732703368
AAA;5.177294418582865
AAA;1.6961830243245268
CCC;4.409263600146611
AAA;3.5701273345688476
EEE;9.02174093228311
EEE;8.176161908517992
CCC;3.827000296846971
EEE;2.7639629849764438
EEE;3.7603291294253727
DDD;7.8286515035657835
BBB;5.648180837391879
AAA;9.75573310720146
EEE;2.7683602426541585
EEE;6.634250583844424
CCC;5.889889063283357
DDD;5.402749058697301
DDD;9.908449984948819
BBB;9.167813747549369
DDD;7.489211607267134
BBB;1.3635437026175923
AAA;6.82283136528568
DDD;7.701357405729442
CCC;5.591884371968355
EEE;0.5382687721779322
BBB;3.903150958598016
CCC;2.5822191846741296
DDD;5.636082539897868
EEE;8.911199500708529
AAA;9.948643970862634
DDD;0.33141082801696253
BBB;9.982893652985037
CCC;9.488393709275787
BBB;2.188539743369282
CCC;7.2124883588339594
CCC;9.418842037401896
AAA;2.5024732701466137
CCC;0.9029018147674706
